,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
9047422306,10/24/2014,,8/19/2015,,10/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7083488094,2015-04-28;2015-05-10;2015-05-23;2015-06-13,2015-05-10;2015-05-23;2015-06-13,8/19/2015,12,4/28/2015,5/10/2015,5/23/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/10/2015,5/23/2015,6/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410424023,2015-02-28;2015-03-22;2015-04-20;2015-08-09,2015-03-06;2015-04-10;2015-07-01,8/19/2015,6,2/28/2015,3/22/2015,4/20/2015,8/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/6/2015,4/10/2015,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3519636844,2015-07-27;2015-08-15,8/3/2015,8/19/2015,7,7/27/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/3/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4902519125,4/2/2015,5/2/2015,8/19/2015,30,4/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4869342318,2015-07-22;2015-08-12,8/12/2015,8/19/2015,21,7/22/2015,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2894538443,2015-07-01;2015-07-23;2015-08-02,2015-07-22;2015-08-02,8/19/2015,21,7/1/2015,7/23/2015,8/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/22/2015,8/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7044315204,2015-05-11;2015-07-04,2015-06-01;2015-07-18,8/19/2015,21,5/11/2015,7/4/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/1/2015,7/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289196041,2015-02-08;2015-02-27;2015-03-13;2015-04-01;2015-04-24;2015-05-15;2015-06-05;2015-06-27;2015-07-13;2015-08-03;2015-08-13,2015-02-27;2015-03-13;2015-04-01;2015-04-22;2015-05-15;2015-06-05;2015-06-27;2015-07-13;2015-08-02;2015-08-11,8/19/2015,19,2/8/2015,2/27/2015,3/13/2015,4/1/2015,4/24/2015,5/15/2015,6/5/2015,6/27/2015,7/13/2015,8/3/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,2/27/2015,3/13/2015,4/1/2015,4/22/2015,5/15/2015,6/5/2015,6/27/2015,7/13/2015,8/2/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,
4899445636,2015-03-28;2015-04-17;2015-04-23;2015-05-07;2015-05-08;2015-05-29;2015-06-19;2015-06-25,2015-04-17;2015-04-23;2015-05-07;2015-05-08;2015-05-29;2015-06-19;2015-06-25,8/19/2015,20,3/28/2015,4/17/2015,4/23/2015,5/7/2015,5/8/2015,5/29/2015,6/19/2015,6/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,4/17/2015,4/23/2015,5/7/2015,5/8/2015,5/29/2015,6/19/2015,6/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,
3933368676,3/1/2015,,8/19/2015,,3/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7349042414,2015-04-25;2015-05-14;2015-05-23;2015-06-13;2015-07-15,2015-05-14;2015-05-23;2015-06-13;2015-07-14,8/19/2015,19,4/25/2015,5/14/2015,5/23/2015,6/13/2015,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/2015,5/23/2015,6/13/2015,7/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449899345,2015-05-16;2015-06-30;2015-07-24,2015-06-30;2015-07-22,8/19/2015,45,5/16/2015,6/30/2015,7/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2015,7/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219345623,7/7/2014,,8/19/2015,,7/7/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8361684012,2015-06-22;2015-07-27,7/16/2015,8/19/2015,24,6/22/2015,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9725100582,2014-08-11;2014-09-06,9/1/2014,8/19/2015,21,8/11/2014,9/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278293306,12/5/2014,,8/19/2015,,12/5/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2451912502,6/17/2015,,8/19/2015,,6/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167056538,10/21/2014,,8/19/2015,,10/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571509882,2015-06-27;2015-08-15,7/15/2015,8/19/2015,18,6/27/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191396226,2015-03-27;2015-04-14;2015-05-03;2015-05-23,2015-04-11;2015-04-29;2015-05-22,8/19/2015,15,3/27/2015,4/14/2015,5/3/2015,5/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/11/2015,4/29/2015,5/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037137184,2015-04-13;2015-07-05,7/5/2015,8/19/2015,83,4/13/2015,7/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535886983,2015-07-16;2015-07-27,7/25/2015,8/19/2015,9,7/16/2015,7/27/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/25/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5825472282,8/18/2014,,8/19/2015,,8/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8201813416,7/14/2015,7/21/2015,8/19/2015,7,7/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704712487,2015-02-10;2015-02-24;2015-03-13;2015-03-25;2015-04-16;2015-05-01;2015-05-31;2015-06-20;2015-07-29,2015-02-24;2015-03-13;2015-03-25;2015-04-11;2015-04-28;2015-05-27;2015-06-20;2015-07-29,8/19/2015,14,2/10/2015,2/24/2015,3/13/2015,3/25/2015,4/16/2015,5/1/2015,5/31/2015,6/20/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,2/24/2015,3/13/2015,3/25/2015,4/11/2015,4/28/2015,5/27/2015,6/20/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,
1716829174,2/26/2015,,8/19/2015,,2/26/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165102081,10/13/2014,,8/19/2015,,10/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9927346812,2015-04-23;2015-07-13;2015-07-30,2015-05-14;2015-07-30;2015-08-17,8/19/2015,21,4/23/2015,7/13/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/2015,7/30/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6181698436,2015-05-19;2015-05-25;2015-06-12,2015-05-25;2015-06-12,8/19/2015,6,5/19/2015,5/25/2015,6/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/25/2015,6/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3584380224,2014-09-09;2014-10-24;2014-11-26,2014-10-07;2014-11-15,8/19/2015,28,9/9/2014,10/24/2014,11/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/7/2014,11/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212164517,2015-07-13;2015-07-29;2015-08-10,2015-07-29;2015-08-08,8/19/2015,16,7/13/2015,7/29/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/29/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337427873,2015-07-10;2015-07-29,7/28/2015,8/19/2015,18,7/10/2015,7/29/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5348003279,2015-06-05;2015-07-05;2015-07-28;2015-08-15,2015-06-26;2015-07-27;2015-08-14,8/19/2015,21,6/5/2015,7/5/2015,7/28/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/26/2015,7/27/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5936413151,2015-03-26;2015-04-09;2015-04-24;2015-05-06;2015-05-20;2015-05-29;2015-06-08;2015-06-15;2015-06-23;2015-07-02;2015-07-16;2015-07-25,2015-04-09;2015-04-23;2015-05-06;2015-05-20;2015-05-28;2015-06-08;2015-06-15;2015-06-23;2015-07-02;2015-07-16;2015-07-25,8/19/2015,14,3/26/2015,4/9/2015,4/24/2015,5/6/2015,5/20/2015,5/29/2015,6/8/2015,6/15/2015,6/23/2015,7/2/2015,7/16/2015,7/25/2015,,,,,,,,,,,,,,,,,,,,,,4/9/2015,4/23/2015,5/6/2015,5/20/2015,5/28/2015,6/8/2015,6/15/2015,6/23/2015,7/2/2015,7/16/2015,7/25/2015,,,,,,,,,,,,,,,,,,,,,
3460588992,2015-05-03;2015-05-04;2015-05-10,2015-05-04;2015-05-10,8/19/2015,1,5/3/2015,5/4/2015,5/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/4/2015,5/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512836830,2014-07-22;2014-08-11;2014-08-19;2014-09-10;2014-10-01;2014-10-31,2014-08-02;2014-08-19;2014-09-02;2014-09-30;2014-10-31,8/19/2015,11,7/22/2014,8/11/2014,8/19/2014,9/10/2014,10/1/2014,10/31/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/2/2014,8/19/2014,9/2/2014,9/30/2014,10/31/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,
6060950564,2015-02-26;2015-03-19;2015-04-10;2015-05-04;2015-06-06;2015-07-04;2015-08-17,2015-03-19;2015-04-09;2015-04-30;2015-05-27;2015-06-27;2015-07-30,8/19/2015,21,2/26/2015,3/19/2015,4/10/2015,5/4/2015,6/6/2015,7/4/2015,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,3/19/2015,4/9/2015,4/30/2015,5/27/2015,6/27/2015,7/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
4447877474,7/21/2015,8/14/2015,8/19/2015,24,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449728273,2015-06-01;2015-06-23;2015-07-13;2015-07-27;2015-08-15,2015-06-22;2015-07-13;2015-07-27;2015-08-15,8/19/2015,21,6/1/2015,6/23/2015,7/13/2015,7/27/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/2015,7/13/2015,7/27/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6124720801,2015-03-29;2015-04-10;2015-05-15;2015-05-31;2015-07-07;2015-07-26;2015-08-13,2015-04-09;2015-04-28;2015-05-31;2015-06-20;2015-07-24;2015-08-13,8/19/2015,11,3/29/2015,4/10/2015,5/15/2015,5/31/2015,7/7/2015,7/26/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2015,4/28/2015,5/31/2015,6/20/2015,7/24/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
1309607936,3/28/2015,,8/19/2015,,3/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5406406018,6/6/2015,8/1/2015,8/19/2015,56,6/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609792976,1/15/2015,,8/19/2015,,1/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8397994357,7/8/2014,,8/19/2015,,7/8/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210123264,2015-07-24;2015-08-04;2015-08-16,2015-08-04;2015-08-15,8/19/2015,11,7/24/2015,8/4/2015,8/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/4/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672596057,9/25/2014,,8/19/2015,,9/25/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424189176,2015-05-04;2015-06-18,2015-05-27;2015-07-17,8/19/2015,23,5/4/2015,6/18/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/27/2015,7/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603689368,2015-03-03;2015-03-14;2015-04-01;2015-04-21;2015-05-06;2015-05-26;2015-06-15;2015-06-29;2015-07-14;2015-07-28;2015-08-11,2015-03-14;2015-04-01;2015-04-20;2015-05-06;2015-05-26;2015-06-15;2015-06-29;2015-07-14;2015-07-28;2015-08-10,8/19/2015,11,3/3/2015,3/14/2015,4/1/2015,4/21/2015,5/6/2015,5/26/2015,6/15/2015,6/29/2015,7/14/2015,7/28/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,3/14/2015,4/1/2015,4/20/2015,5/6/2015,5/26/2015,6/15/2015,6/29/2015,7/14/2015,7/28/2015,8/10/2015,,,,,,,,,,,,,,,,,,,,,,
2235447216,2015-07-23;2015-08-07,8/7/2015,8/19/2015,15,7/23/2015,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437592008,2015-05-18;2015-06-03;2015-07-02;2015-07-14,2015-05-29;2015-07-01;2015-07-14,8/19/2015,11,5/18/2015,6/3/2015,7/2/2015,7/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/29/2015,7/1/2015,7/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6897561002,8/21/2014,,8/19/2015,,8/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5095473176,2015-06-05;2015-06-26;2015-07-24;2015-07-30;2015-08-03;2015-08-08;2015-08-14,2015-06-12;2015-07-15;2015-07-27;2015-08-08;2015-08-13,8/19/2015,7,6/5/2015,6/26/2015,7/24/2015,7/30/2015,8/3/2015,8/8/2015,8/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,6/12/2015,7/15/2015,7/27/2015,8/8/2015,8/13/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
7812481370,7/14/2015,8/17/2015,8/19/2015,34,7/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757809206,7/23/2015,,8/19/2015,,7/23/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210723238,2015-06-10;2015-06-30;2015-07-22;2015-08-02,2015-06-22;2015-07-22;2015-08-02,8/19/2015,12,6/10/2015,6/30/2015,7/22/2015,8/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/22/2015,7/22/2015,8/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814425270,7/22/2015,,8/19/2015,,7/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955562566,2015-04-12;2015-05-09;2015-06-08;2015-07-22;2015-08-15,2015-05-03;2015-05-30;2015-06-23;2015-08-12,8/19/2015,21,4/12/2015,5/9/2015,6/8/2015,7/22/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/3/2015,5/30/2015,6/23/2015,8/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8082067022,2014-10-13;2014-10-15,10/14/2014,8/19/2015,1,10/13/2014,10/15/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/14/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3521134186,2015-03-27;2015-04-03;2015-04-08;2015-04-22,2015-04-03;2015-04-06;2015-04-22,8/19/2015,7,3/27/2015,4/3/2015,4/8/2015,4/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/3/2015,4/6/2015,4/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504846186,8/18/2014,,8/19/2015,,8/18/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307595846,7/17/2015,,8/19/2015,,7/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7459525133,2015-04-09;2015-05-11;2015-06-17;2015-07-08;2015-08-08,2015-04-27;2015-06-02;2015-07-08;2015-07-28,8/19/2015,18,4/9/2015,5/11/2015,6/17/2015,7/8/2015,8/8/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/27/2015,6/2/2015,7/8/2015,7/28/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295166250,8/6/2014,,8/19/2015,,8/6/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149006688,2015-02-18;2015-02-26;2015-03-13;2015-03-21;2015-04-08;2015-04-16;2015-05-01;2015-05-18;2015-06-08;2015-06-26,2015-02-25;2015-03-12;2015-03-20;2015-04-06;2015-04-16;2015-04-26;2015-05-17;2015-06-08;2015-06-26;2015-07-14,8/19/2015,7,2/18/2015,2/26/2015,3/13/2015,3/21/2015,4/8/2015,4/16/2015,5/1/2015,5/18/2015,6/8/2015,6/26/2015,,,,,,,,,,,,,,,,,,,,,,,,2/25/2015,3/12/2015,3/20/2015,4/6/2015,4/16/2015,4/26/2015,5/17/2015,6/8/2015,6/26/2015,7/14/2015,,,,,,,,,,,,,,,,,,,,,,
7989328264,2015-06-27;2015-07-19;2015-07-31,2015-07-19;2015-07-31,8/19/2015,22,6/27/2015,7/19/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/19/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987351715,2015-03-04;2015-03-17;2015-03-25;2015-04-08;2015-04-16;2015-04-23;2015-05-05;2015-05-22;2015-06-06;2015-06-18;2015-06-27;2015-07-14;2015-07-23;2015-08-04;2015-08-19,2015-03-17;2015-03-25;2015-04-07;2015-04-16;2015-04-23;2015-05-05;2015-05-22;2015-06-06;2015-06-18;2015-06-27;2015-07-14;2015-07-23;2015-08-04;2015-08-19,8/19/2015,13,3/4/2015,3/17/2015,3/25/2015,4/8/2015,4/16/2015,4/23/2015,5/5/2015,5/22/2015,6/6/2015,6/18/2015,6/27/2015,7/14/2015,7/23/2015,8/4/2015,8/19/2015,,,,,,,,,,,,,,,,,,,3/17/2015,3/25/2015,4/7/2015,4/16/2015,4/23/2015,5/5/2015,5/22/2015,6/6/2015,6/18/2015,6/27/2015,7/14/2015,7/23/2015,8/4/2015,8/19/2015,,,,,,,,,,,,,,,,,,
8345153046,2015-07-22;2015-08-11,8/11/2015,8/19/2015,20,7/22/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6932669121,2015-07-15;2015-07-22;2015-07-25;2015-08-05,2015-07-22;2015-07-25;2015-08-05,8/19/2015,7,7/15/2015,7/22/2015,7/25/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/22/2015,7/25/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631408893,5/1/2015,,8/19/2015,,5/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9448433849,2/21/2015,,8/19/2015,,2/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264763102,2015-03-30;2015-04-01;2015-04-10;2015-05-18;2015-06-16;2015-07-26;2015-08-19,2015-04-01;2015-04-09;2015-05-01;2015-06-13;2015-07-15,8/19/2015,2,3/30/2015,4/1/2015,4/10/2015,5/18/2015,6/16/2015,7/26/2015,8/19/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,4/1/2015,4/9/2015,5/1/2015,6/13/2015,7/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135111501,6/24/2014,7/26/2014,8/19/2015,32,6/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456476162,10/30/2014,,8/19/2015,,10/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921434346,2015-06-18;2015-07-01;2015-07-16;2015-07-31,2015-07-01;2015-07-15;2015-07-31,8/19/2015,13,6/18/2015,7/1/2015,7/16/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/1/2015,7/15/2015,7/31/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7833101639,7/9/2015,,8/19/2015,,7/9/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141294915,2014-10-10;2014-11-15;2014-12-12,2014-10-31;2014-11-30,8/19/2015,21,10/10/2014,11/15/2014,12/12/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/31/2014,11/30/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480595561,2015-05-11;2015-06-08;2015-06-28;2015-07-21,2015-05-31;2015-06-27;2015-07-17;2015-08-11,8/19/2015,20,5/11/2015,6/8/2015,6/28/2015,7/21/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/31/2015,6/27/2015,7/17/2015,8/11/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394030931,2015-01-17;2015-02-01;2015-02-26;2015-04-10;2015-05-10;2015-05-30;2015-06-22;2015-07-10;2015-08-06,2015-01-29;2015-02-25;2015-04-09;2015-05-10;2015-05-29;2015-06-22;2015-07-10;2015-08-06,8/19/2015,12,1/17/2015,2/1/2015,2/26/2015,4/10/2015,5/10/2015,5/30/2015,6/22/2015,7/10/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2015,2/25/2015,4/9/2015,5/10/2015,5/29/2015,6/22/2015,7/10/2015,8/6/2015,,,,,,,,,,,,,,,,,,,,,,,,
1635947875,2015-02-28;2015-03-14;2015-03-21;2015-03-30;2015-04-14,2015-03-14;2015-03-21;2015-03-30;2015-04-12,8/19/2015,14,2/28/2015,3/14/2015,3/21/2015,3/30/2015,4/14/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/2015,3/21/2015,3/30/2015,4/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540127756,2015-07-13;2015-07-23;2015-08-05,2015-07-23;2015-08-05,8/19/2015,10,7/13/2015,7/23/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2015,8/5/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734209346,6/13/2014,,8/19/2015,,6/13/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545294644,2014-05-19;2014-06-10;2014-07-04,2014-06-09;2014-07-04,8/19/2015,21,5/19/2014,6/10/2014,7/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/9/2014,7/4/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5907430016,2015-05-26;2015-05-31;2015-06-07;2015-06-21;2015-07-09;2015-07-28;2015-08-15,2015-05-31;2015-06-07;2015-06-21;2015-07-09;2015-07-28;2015-08-15,8/19/2015,5,5/26/2015,5/31/2015,6/7/2015,6/21/2015,7/9/2015,7/28/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,5/31/2015,6/7/2015,6/21/2015,7/9/2015,7/28/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,,,,,
7330824170,7/17/2015,,8/19/2015,,7/17/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476235367,2015-06-10;2015-06-17;2015-06-22,2015-06-17;2015-06-22,8/19/2015,7,6/10/2015,6/17/2015,6/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/17/2015,6/22/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4652588050,2015-02-20;2015-03-13;2015-03-19;2015-04-14;2015-04-28;2015-05-17;2015-05-25;2015-06-05;2015-06-26;2015-07-13;2015-08-03;2015-08-15,2015-03-13;2015-03-19;2015-04-09;2015-04-28;2015-05-17;2015-05-25;2015-06-05;2015-06-26;2015-07-13;2015-08-03;2015-08-15,8/19/2015,21,2/20/2015,3/13/2015,3/19/2015,4/14/2015,4/28/2015,5/17/2015,5/25/2015,6/5/2015,6/26/2015,7/13/2015,8/3/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,,3/13/2015,3/19/2015,4/9/2015,4/28/2015,5/17/2015,5/25/2015,6/5/2015,6/26/2015,7/13/2015,8/3/2015,8/15/2015,,,,,,,,,,,,,,,,,,,,,
